road_name_in_googleMap,Accident_date,accident_time,vehicle_type,road_type,seviarity_of_accident,near_by_hospital,near_by_school,near_by_chrch,No_of_bildings_near_300m_of_accident_area,death
Karve Road,2022-08-20 09:03:43.253438,17:54,Bus,Highway,Minor,1,1,1,37,0
Sinhagad Road,2023-10-26 09:03:43.253438,13:47,Bus,Rural,Fatal,0,0,0,37,0
Karve Road,2022-06-02 09:03:43.253438,10:53,Pedestrian,Highway,Major,1,1,0,42,1
Baner Road,2019-11-04 09:03:43.253438,12:30,Car,Rural,Fatal,1,1,0,48,1
FC Road,2022-06-07 09:03:43.253438,04:10,Bike,Highway,Minor,0,0,1,41,1
Aundh Road,2022-01-19 09:03:43.253438,11:13,Auto-rickshaw,Highway,Major,0,1,0,11,0
Sinhagad Road,2020-01-13 09:03:43.253438,16:21,Bike,Highway,Minor,0,1,0,17,1
Sinhagad Road,2021-06-13 09:03:43.253438,01:18,Bus,Main Road,Minor,0,0,0,34,1
Karve Road,2022-11-15 09:03:43.253438,05:55,Bus,Highway,Major,0,0,0,21,1
Satara Road,2022-11-26 09:03:43.253438,19:37,Auto-rickshaw,Residential,Major,0,1,0,21,1
Karve Road,2022-01-22 09:03:43.253438,01:55,Bike,Highway,Minor,0,0,0,38,0
Shivaji Road,2021-08-17 09:03:43.253438,13:22,Pedestrian,Main Road,Major,1,0,0,38,0
FC Road,2022-01-16 09:03:43.253438,12:28,Car,Main Road,Minor,1,0,1,41,1
Shivaji Road,2022-06-06 09:03:43.253438,11:34,Bike,Rural,Major,1,0,1,42,0
Aundh Road,2020-08-09 09:03:43.253438,07:38,Truck,Highway,Major,1,0,1,30,0
Sinhagad Road,2021-05-13 09:03:43.253438,16:32,Pedestrian,Rural,Minor,0,0,0,10,1
Aundh Road,2020-03-16 09:03:43.253438,15:38,Bike,Highway,Fatal,1,0,0,22,1
Baner Road,2019-12-18 09:03:43.253438,03:33,Bus,Highway,Major,1,1,1,24,0
Paud Road,2021-06-29 09:03:43.253438,21:54,Auto-rickshaw,Rural,Fatal,1,1,1,47,0
Aundh Road,2024-04-11 09:03:43.253438,22:51,Truck,Main Road,Major,0,0,0,7,0
FC Road,2022-01-02 09:03:43.253438,20:50,Bus,Main Road,Fatal,1,0,0,0,1
FC Road,2021-12-08 09:03:43.253438,04:01,Bike,Rural,Fatal,1,1,0,23,0
MG Road,2021-10-24 09:03:43.253438,10:17,Auto-rickshaw,Highway,Minor,1,0,0,27,0
MG Road,2020-10-13 09:03:43.253438,11:03,Truck,Rural,Major,1,0,1,8,1
MG Road,2022-07-28 09:03:43.253438,22:22,Bike,Rural,Fatal,1,1,0,27,1
Kothrud Road,2021-11-09 09:03:43.253438,14:50,Truck,Main Road,Fatal,0,1,1,47,1
Sinhagad Road,2020-04-08 09:03:43.253438,18:35,Car,Main Road,Fatal,0,0,0,31,0
Shivaji Road,2020-04-20 09:03:43.253438,01:31,Car,Highway,Minor,0,0,0,49,0
Karve Road,2022-08-24 09:03:43.253438,03:38,Pedestrian,Highway,Fatal,0,0,0,44,0
Sinhagad Road,2022-08-11 09:03:43.253438,09:36,Auto-rickshaw,Rural,Major,1,0,1,45,1
MG Road,2022-04-30 09:03:43.253438,22:05,Car,Main Road,Minor,0,1,0,11,0
Karve Road,2021-10-05 09:03:43.253438,04:12,Bus,Highway,Minor,1,1,0,41,0
Kothrud Road,2022-03-05 09:03:43.253438,07:44,Bike,Highway,Minor,1,1,0,27,0
Karve Road,2021-05-24 09:03:43.253438,00:02,Truck,Rural,Major,1,0,1,15,0
FC Road,2024-06-11 09:03:43.253438,09:55,Truck,Main Road,Minor,1,0,1,2,0
Shivaji Road,2020-09-06 09:03:43.253438,01:03,Bicycle,Residential,Major,0,0,1,32,1
Karve Road,2022-08-17 09:03:43.253438,04:44,Car,Residential,Fatal,1,1,0,6,0
Kothrud Road,2019-10-20 09:03:43.253438,23:17,Truck,Rural,Minor,1,1,0,11,1
MG Road,2021-08-20 09:03:43.253438,12:29,Truck,Residential,Minor,1,0,0,30,0
MG Road,2023-03-06 09:03:43.253438,04:58,Bike,Main Road,Major,0,0,1,27,1
Shivaji Road,2024-01-30 09:03:43.253438,08:06,Auto-rickshaw,Residential,Fatal,0,1,0,27,1
Sinhagad Road,2023-11-21 09:03:43.253438,12:03,Bicycle,Residential,Major,0,1,0,44,0
Aundh Road,2021-07-02 09:03:43.253438,19:30,Truck,Main Road,Minor,1,0,1,44,1
Paud Road,2021-05-30 09:03:43.253438,13:49,Car,Highway,Minor,0,1,1,21,0
Shivaji Road,2019-10-29 09:03:43.253438,00:33,Car,Main Road,Fatal,0,1,0,12,1
Sinhagad Road,2022-12-23 09:03:43.253438,09:30,Bicycle,Highway,Minor,0,0,1,7,1
Shivaji Road,2022-04-21 09:03:43.253438,20:40,Auto-rickshaw,Highway,Minor,1,1,1,47,1
Baner Road,2020-05-21 09:03:43.253438,00:55,Truck,Rural,Minor,0,0,0,3,0
FC Road,2023-03-13 09:03:43.253438,08:46,Truck,Highway,Fatal,0,0,0,4,0
FC Road,2021-11-17 09:03:43.253438,22:30,Truck,Rural,Fatal,0,0,0,45,0
Sinhagad Road,2020-08-22 09:03:43.253438,19:40,Auto-rickshaw,Residential,Minor,1,1,0,41,0
Paud Road,2021-01-03 09:03:43.253438,20:14,Car,Main Road,Minor,1,1,0,3,1
FC Road,2024-08-21 09:03:43.253438,19:28,Truck,Highway,Fatal,1,0,1,8,0
Sinhagad Road,2021-03-05 09:03:43.253438,00:19,Bicycle,Rural,Minor,1,0,0,32,0
Shivaji Road,2019-09-07 09:03:43.253438,12:19,Truck,Main Road,Minor,0,1,0,39,0
Satara Road,2021-09-04 09:03:43.253438,23:50,Bicycle,Main Road,Minor,0,1,1,19,0
Karve Road,2022-01-10 09:03:43.253438,01:46,Pedestrian,Rural,Major,0,0,1,13,0
Satara Road,2023-10-09 09:03:43.253438,20:11,Bicycle,Main Road,Major,0,1,1,14,0
Satara Road,2023-01-24 09:03:43.253438,05:55,Bus,Highway,Major,0,1,1,10,0
Karve Road,2023-04-08 09:03:43.253438,01:17,Bike,Residential,Fatal,0,1,0,15,1
Satara Road,2020-01-04 09:03:43.253438,19:24,Auto-rickshaw,Highway,Major,1,0,1,4,1
Paud Road,2024-04-02 09:03:43.253438,16:29,Bike,Main Road,Major,1,0,0,19,1
Karve Road,2021-11-03 09:03:43.253438,04:38,Auto-rickshaw,Rural,Fatal,0,0,1,11,1
FC Road,2022-03-27 09:03:43.253438,04:22,Pedestrian,Residential,Minor,1,1,1,35,1
Satara Road,2022-08-19 09:03:43.253438,01:25,Bike,Residential,Major,1,0,0,14,1
Satara Road,2021-01-22 09:03:43.253438,21:57,Bus,Residential,Fatal,1,0,1,26,1
Baner Road,2021-11-23 09:03:43.253438,20:17,Bike,Main Road,Major,0,1,0,26,1
Kothrud Road,2021-02-17 09:03:43.253438,01:45,Pedestrian,Highway,Major,0,1,1,24,0
Aundh Road,2024-03-06 09:03:43.253438,17:05,Truck,Rural,Major,1,1,1,9,0
Baner Road,2023-05-20 09:03:43.253438,10:16,Bike,Rural,Minor,0,1,1,27,1
Sinhagad Road,2022-12-18 09:03:43.253438,03:03,Bike,Rural,Major,0,1,0,5,1
MG Road,2022-09-07 09:03:43.253438,17:06,Car,Main Road,Major,1,0,1,34,0
Baner Road,2020-05-23 09:03:43.253438,21:34,Auto-rickshaw,Main Road,Minor,1,0,0,2,1
Karve Road,2023-01-28 09:03:43.253438,22:45,Bike,Highway,Major,1,0,1,35,1
Baner Road,2021-06-29 09:03:43.253438,04:34,Bicycle,Main Road,Major,1,0,0,48,1
Karve Road,2022-10-05 09:03:43.253438,22:42,Truck,Main Road,Fatal,0,1,1,4,1
Satara Road,2022-01-21 09:03:43.253438,13:03,Truck,Main Road,Major,1,0,1,38,0
Kothrud Road,2023-10-06 09:03:43.253438,19:06,Auto-rickshaw,Highway,Fatal,0,1,0,48,1
Aundh Road,2023-11-10 09:03:43.253438,16:32,Bus,Highway,Major,0,0,0,49,1
Kothrud Road,2023-04-03 09:03:43.253438,05:27,Auto-rickshaw,Rural,Fatal,0,1,0,2,0
Karve Road,2023-07-15 09:03:43.253438,20:00,Pedestrian,Residential,Fatal,0,0,0,32,1
Aundh Road,2019-12-27 09:03:43.253438,07:18,Pedestrian,Rural,Minor,0,0,1,30,1
Shivaji Road,2021-03-09 09:03:43.253438,09:39,Pedestrian,Highway,Minor,0,1,0,42,1
MG Road,2023-09-04 09:03:43.253438,07:26,Truck,Highway,Major,1,0,0,28,1
Baner Road,2023-05-19 09:03:43.253438,01:07,Bus,Rural,Minor,1,1,1,28,1
Baner Road,2020-03-21 09:03:43.253438,12:59,Bus,Rural,Fatal,1,1,0,12,1
Baner Road,2020-10-18 09:03:43.253438,16:51,Pedestrian,Rural,Major,0,1,1,47,0
Paud Road,2022-12-26 09:03:43.253438,16:39,Pedestrian,Residential,Fatal,0,1,1,13,0
MG Road,2021-05-25 09:03:43.253438,08:11,Car,Residential,Minor,1,0,1,45,0
FC Road,2022-02-19 09:03:43.253438,17:56,Pedestrian,Main Road,Minor,1,0,1,37,1
Sinhagad Road,2023-03-07 09:03:43.253438,03:40,Bicycle,Residential,Fatal,0,1,0,17,1
Kothrud Road,2020-03-19 09:03:43.253438,08:56,Bike,Highway,Minor,1,0,1,37,1
Satara Road,2021-04-13 09:03:43.253438,15:57,Bicycle,Residential,Minor,0,0,0,29,1
FC Road,2020-12-15 09:03:43.253438,22:54,Bicycle,Highway,Fatal,0,1,1,34,0
Satara Road,2022-01-04 09:03:43.253438,08:05,Car,Main Road,Minor,1,1,1,10,1
Aundh Road,2023-04-08 09:03:43.253438,16:11,Bike,Main Road,Major,0,0,0,32,0
Satara Road,2021-07-23 09:03:43.253438,01:06,Car,Rural,Minor,1,0,0,32,0
Paud Road,2023-06-30 09:03:43.253438,21:05,Bus,Residential,Major,1,1,0,30,0
Aundh Road,2023-01-19 09:03:43.253438,13:15,Bike,Main Road,Minor,0,1,0,23,0
MG Road,2024-01-06 09:03:43.253438,15:30,Pedestrian,Residential,Minor,1,0,1,11,1
Karve Road,2021-09-05 09:03:43.253438,16:46,Pedestrian,Residential,Fatal,1,1,1,18,0
Aundh Road,2020-09-22 09:03:43.253438,16:34,Truck,Main Road,Minor,1,1,0,2,0
Aundh Road,2019-12-01 09:03:43.253438,20:39,Bus,Main Road,Major,1,1,0,16,0
FC Road,2021-08-20 09:03:43.253438,14:01,Pedestrian,Highway,Minor,0,0,0,20,1
Shivaji Road,2020-12-05 09:03:43.253438,02:12,Auto-rickshaw,Residential,Major,1,1,1,45,1
Satara Road,2024-05-12 09:03:43.253438,06:39,Bus,Main Road,Major,0,0,0,28,0
Karve Road,2019-10-30 09:03:43.253438,15:15,Truck,Main Road,Minor,1,1,1,24,1
MG Road,2020-06-16 09:03:43.253438,18:41,Pedestrian,Main Road,Minor,1,0,1,46,0
MG Road,2021-09-02 09:03:43.253438,05:24,Car,Rural,Fatal,1,0,0,13,0
Sinhagad Road,2023-01-29 09:03:43.253438,00:26,Bike,Highway,Major,1,0,0,9,0
FC Road,2021-05-21 09:03:43.253438,12:59,Car,Highway,Major,1,1,1,16,1
MG Road,2024-03-05 09:03:43.253438,07:22,Bicycle,Main Road,Major,0,0,0,47,1
Shivaji Road,2022-01-18 09:03:43.253438,10:23,Pedestrian,Main Road,Fatal,0,0,0,26,0
Karve Road,2024-01-12 09:03:43.253438,23:44,Car,Main Road,Major,0,1,1,26,1
Paud Road,2024-05-10 09:03:43.253438,07:20,Bike,Main Road,Major,0,0,0,39,0
FC Road,2024-01-27 09:03:43.253438,19:38,Car,Residential,Major,0,1,0,12,0
Sinhagad Road,2020-03-20 09:03:43.253438,03:09,Bicycle,Highway,Major,1,0,1,19,1
Kothrud Road,2024-05-28 09:03:43.253438,14:03,Pedestrian,Highway,Fatal,0,1,1,9,1
Karve Road,2021-04-27 09:03:43.253438,07:32,Truck,Rural,Major,0,1,0,19,0
Aundh Road,2022-01-18 09:03:43.253438,06:33,Pedestrian,Rural,Major,1,1,1,15,0
Aundh Road,2021-02-19 09:03:43.253438,18:24,Bicycle,Highway,Minor,1,1,1,8,0
MG Road,2020-05-04 09:03:43.253438,05:23,Pedestrian,Rural,Minor,0,0,0,22,1
Baner Road,2024-03-23 09:03:43.253438,19:47,Auto-rickshaw,Rural,Fatal,0,0,1,10,1
Baner Road,2023-10-22 09:03:43.253438,20:18,Bike,Rural,Major,0,0,1,44,0
Aundh Road,2023-06-01 09:03:43.253438,15:10,Car,Rural,Major,0,1,1,34,1
FC Road,2023-08-07 09:03:43.253438,22:29,Bike,Residential,Fatal,1,1,1,0,1
Shivaji Road,2021-03-17 09:03:43.253438,10:25,Bicycle,Rural,Major,1,0,1,45,1
Aundh Road,2023-03-26 09:03:43.253438,06:31,Car,Highway,Minor,1,0,1,22,0
Satara Road,2022-03-24 09:03:43.253438,08:20,Truck,Highway,Major,1,0,0,9,0
MG Road,2024-03-21 09:03:43.253438,02:05,Bus,Rural,Fatal,1,0,1,10,0
FC Road,2020-09-07 09:03:43.253438,06:01,Auto-rickshaw,Residential,Minor,0,1,0,12,1
Kothrud Road,2024-01-31 09:03:43.253438,19:13,Pedestrian,Rural,Fatal,1,1,1,29,0
FC Road,2021-05-13 09:03:43.253438,15:26,Auto-rickshaw,Highway,Fatal,0,0,0,13,1
FC Road,2022-01-15 09:03:43.253438,15:17,Bike,Rural,Fatal,1,0,0,49,1
Sinhagad Road,2021-11-03 09:03:43.253438,21:51,Auto-rickshaw,Main Road,Fatal,1,1,1,39,1
Aundh Road,2023-09-24 09:03:43.253438,20:22,Car,Main Road,Minor,1,1,0,36,1
Paud Road,2020-12-13 09:03:43.253438,20:51,Bicycle,Main Road,Major,0,1,1,3,0
Kothrud Road,2020-12-12 09:03:43.253438,14:21,Truck,Rural,Major,0,0,0,32,0
Baner Road,2022-08-01 09:03:43.253438,22:07,Pedestrian,Rural,Fatal,0,1,0,24,0
Paud Road,2021-03-22 09:03:43.253438,05:23,Bicycle,Residential,Minor,1,0,1,39,0
Paud Road,2022-03-25 09:03:43.253438,12:59,Truck,Residential,Minor,0,1,0,37,0
Paud Road,2019-12-16 09:03:43.253438,13:31,Pedestrian,Highway,Major,0,1,1,39,0
MG Road,2019-12-23 09:03:43.253438,20:00,Pedestrian,Highway,Fatal,1,0,0,20,0
Paud Road,2024-07-10 09:03:43.253438,12:28,Bicycle,Main Road,Fatal,1,0,0,30,0
Paud Road,2022-01-11 09:03:43.253438,07:53,Bike,Residential,Fatal,0,1,1,3,0
Kothrud Road,2022-04-06 09:03:43.253438,05:42,Car,Highway,Minor,1,0,1,28,0
Satara Road,2020-03-15 09:03:43.253438,15:08,Auto-rickshaw,Rural,Major,1,1,1,22,0
Shivaji Road,2023-05-17 09:03:43.253438,20:33,Car,Rural,Fatal,1,1,0,9,1
Kothrud Road,2020-12-19 09:03:43.253438,22:02,Pedestrian,Main Road,Major,0,0,1,41,1
Kothrud Road,2021-03-20 09:03:43.253438,17:34,Auto-rickshaw,Rural,Minor,1,0,0,1,1
Aundh Road,2019-12-03 09:03:43.253438,18:30,Pedestrian,Highway,Fatal,0,0,0,14,1
Aundh Road,2022-05-21 09:03:43.253438,03:24,Pedestrian,Main Road,Major,0,1,1,40,1
MG Road,2021-06-26 09:03:43.253438,04:36,Pedestrian,Main Road,Fatal,1,0,0,15,1
Karve Road,2022-07-16 09:03:43.253438,09:01,Car,Highway,Fatal,1,1,0,39,1
MG Road,2023-06-02 09:03:43.253438,15:08,Auto-rickshaw,Main Road,Minor,0,0,1,26,1
Satara Road,2020-04-07 09:03:43.253438,23:29,Auto-rickshaw,Highway,Fatal,0,1,1,27,1
Paud Road,2022-02-21 09:03:43.253438,02:47,Pedestrian,Rural,Minor,0,0,0,36,0
Satara Road,2020-02-23 09:03:43.253438,03:53,Truck,Rural,Minor,1,1,0,35,0
Karve Road,2022-10-23 09:03:43.253438,16:41,Bus,Highway,Fatal,1,1,1,9,0
Satara Road,2024-02-01 09:03:43.253438,21:33,Bus,Rural,Major,0,0,1,8,0
Kothrud Road,2023-10-20 09:03:43.253438,04:35,Bicycle,Highway,Minor,0,0,0,33,1
Satara Road,2021-03-18 09:03:43.253438,16:42,Bike,Main Road,Minor,0,0,0,44,1
Paud Road,2022-08-04 09:03:43.253438,21:23,Pedestrian,Residential,Minor,1,1,1,3,1
Baner Road,2024-03-26 09:03:43.253438,11:02,Bicycle,Residential,Fatal,1,1,1,43,1
Baner Road,2021-11-08 09:03:43.253438,09:04,Bus,Highway,Major,0,0,1,43,1
Karve Road,2019-12-12 09:03:43.253438,06:00,Pedestrian,Rural,Major,0,1,1,16,1
FC Road,2023-11-26 09:03:43.253438,16:45,Bike,Main Road,Major,1,0,0,20,0
Kothrud Road,2020-12-25 09:03:43.253438,21:47,Truck,Rural,Fatal,1,0,1,45,0
Satara Road,2020-08-20 09:03:43.253438,23:40,Bike,Residential,Minor,1,0,0,9,1
Satara Road,2023-06-11 09:03:43.253438,19:37,Pedestrian,Rural,Fatal,1,1,1,43,0
Karve Road,2023-11-20 09:03:43.253438,20:51,Bus,Rural,Major,0,1,1,5,1
Karve Road,2022-07-24 09:03:43.253438,18:01,Auto-rickshaw,Residential,Fatal,0,1,0,21,1
MG Road,2023-12-26 09:03:43.253438,22:11,Bike,Residential,Major,1,1,1,9,1
Aundh Road,2023-10-30 09:03:43.253438,00:08,Pedestrian,Rural,Fatal,0,0,1,5,1
MG Road,2022-04-20 09:03:43.253438,16:34,Bus,Rural,Fatal,1,0,1,36,1
Satara Road,2024-06-24 09:03:43.253438,09:13,Bus,Main Road,Major,0,0,1,40,1
Baner Road,2019-09-15 09:03:43.253438,04:29,Auto-rickshaw,Highway,Minor,0,1,1,25,0
MG Road,2020-06-18 09:03:43.253438,02:03,Pedestrian,Main Road,Minor,1,0,1,33,0
Karve Road,2022-10-13 09:03:43.253438,00:34,Car,Main Road,Minor,1,0,1,34,0
Aundh Road,2019-09-03 09:03:43.253438,16:36,Pedestrian,Rural,Minor,1,1,0,2,1
FC Road,2020-08-23 09:03:43.253438,08:37,Bus,Main Road,Major,0,1,0,40,0
Aundh Road,2019-11-26 09:03:43.253438,16:58,Truck,Main Road,Minor,0,0,0,42,1
Sinhagad Road,2020-05-31 09:03:43.253438,20:42,Pedestrian,Main Road,Fatal,1,0,0,40,0
Aundh Road,2022-04-08 09:03:43.253438,14:02,Bicycle,Main Road,Minor,0,0,0,11,0
Shivaji Road,2024-08-18 09:03:43.253438,20:07,Auto-rickshaw,Rural,Fatal,1,1,1,5,0
Aundh Road,2023-07-14 09:03:43.253438,02:48,Car,Residential,Fatal,1,1,0,29,1
FC Road,2022-08-21 09:03:43.253438,07:15,Auto-rickshaw,Rural,Minor,1,0,1,29,1
FC Road,2024-08-11 09:03:43.253438,03:01,Bicycle,Main Road,Fatal,1,0,1,46,0
Aundh Road,2019-12-14 09:03:43.253438,07:32,Bike,Highway,Minor,0,0,0,22,0
Baner Road,2023-07-10 09:03:43.253438,05:22,Bus,Highway,Fatal,1,1,1,31,1
Paud Road,2020-04-06 09:03:43.253438,12:39,Bus,Residential,Major,1,0,1,10,1
Aundh Road,2020-01-29 09:03:43.253438,12:31,Auto-rickshaw,Highway,Minor,0,0,0,37,1
FC Road,2021-01-21 09:03:43.253438,02:06,Bike,Main Road,Minor,0,0,0,38,1
FC Road,2022-06-17 09:03:43.253438,07:03,Bicycle,Rural,Fatal,1,0,1,20,0
Satara Road,2024-03-24 09:03:43.253438,12:57,Auto-rickshaw,Rural,Major,0,1,0,6,1
MG Road,2022-10-23 09:03:43.253438,14:20,Truck,Highway,Major,0,0,1,5,1
Baner Road,2022-06-07 09:03:43.253438,18:41,Bus,Residential,Fatal,0,0,1,7,1
Shivaji Road,2024-02-19 09:03:43.253438,08:56,Bus,Rural,Fatal,0,0,0,15,1
Paud Road,2019-12-20 09:03:43.253438,21:00,Truck,Residential,Minor,0,1,1,11,0
Sinhagad Road,2024-05-27 09:03:43.253438,05:27,Car,Rural,Minor,1,0,1,49,1
Baner Road,2020-06-16 09:03:43.253438,08:17,Bicycle,Highway,Minor,1,1,0,13,0
Satara Road,2023-12-17 09:03:43.253438,13:46,Bus,Rural,Minor,0,1,1,17,1
Sinhagad Road,2021-05-12 09:03:43.253438,11:29,Bicycle,Main Road,Major,0,0,1,35,1
Aundh Road,2024-01-29 09:03:43.253438,23:30,Auto-rickshaw,Highway,Major,1,1,0,41,1
Aundh Road,2020-04-22 09:03:43.253438,14:56,Car,Rural,Fatal,1,1,0,12,1
Satara Road,2019-10-25 09:03:43.253438,03:30,Car,Residential,Minor,0,1,1,29,1
FC Road,2024-04-01 09:03:43.253438,22:07,Auto-rickshaw,Rural,Fatal,1,0,0,11,1
Baner Road,2023-09-27 09:03:43.253438,21:39,Bicycle,Main Road,Minor,0,1,1,38,1
Paud Road,2021-10-14 09:03:43.253438,12:57,Truck,Residential,Minor,0,0,1,33,1
Karve Road,2022-11-08 09:03:43.253438,23:54,Car,Main Road,Fatal,0,0,1,16,0
MG Road,2022-04-07 09:03:43.253438,19:49,Bus,Residential,Minor,1,1,1,20,1
Satara Road,2019-09-30 09:03:43.253438,01:37,Bike,Highway,Major,0,0,0,45,1
Sinhagad Road,2021-04-01 09:03:43.253438,03:03,Car,Main Road,Major,1,1,1,38,1
Paud Road,2022-04-08 09:03:43.253438,07:37,Truck,Rural,Fatal,1,1,0,44,0
Karve Road,2022-12-21 09:03:43.253438,12:33,Auto-rickshaw,Residential,Major,1,0,0,28,0
Satara Road,2020-05-05 09:03:43.253438,05:41,Bus,Residential,Major,0,1,1,6,0
Baner Road,2022-08-23 09:03:43.253438,22:37,Bike,Residential,Minor,0,0,0,39,1
Paud Road,2022-10-16 09:03:43.253438,05:23,Car,Highway,Minor,1,0,1,32,1
MG Road,2021-01-18 09:03:43.253438,14:52,Truck,Highway,Major,0,0,0,41,1
Baner Road,2023-01-05 09:03:43.253438,03:31,Bike,Residential,Minor,0,0,0,33,0
Shivaji Road,2019-11-27 09:03:43.253438,07:21,Bike,Rural,Minor,0,0,0,43,0
Sinhagad Road,2019-09-21 09:03:43.253438,23:42,Bus,Residential,Major,0,1,0,12,0
Karve Road,2020-09-28 09:03:43.253438,02:37,Pedestrian,Highway,Minor,1,1,1,32,1
MG Road,2020-09-09 09:03:43.253438,01:32,Bus,Highway,Major,1,0,1,1,0
MG Road,2022-01-23 09:03:43.253438,20:33,Car,Main Road,Major,0,1,1,28,1
Baner Road,2022-01-05 09:03:43.253438,07:04,Car,Rural,Fatal,0,1,1,3,1
Satara Road,2021-01-29 09:03:43.253438,10:08,Bike,Rural,Fatal,1,1,1,31,1
Satara Road,2022-05-10 09:03:43.253438,20:23,Truck,Residential,Fatal,1,1,1,32,0
MG Road,2020-01-30 09:03:43.253438,03:47,Bike,Rural,Fatal,1,1,1,18,0
Paud Road,2019-10-10 09:03:43.253438,16:16,Bicycle,Highway,Minor,1,0,0,49,0
Karve Road,2023-05-18 09:03:43.253438,23:12,Truck,Rural,Major,0,1,0,27,1
FC Road,2020-02-11 09:03:43.253438,06:05,Bus,Residential,Major,0,0,0,24,1
Paud Road,2021-09-26 09:03:43.253438,13:40,Truck,Main Road,Major,1,1,1,39,1
Aundh Road,2024-03-03 09:03:43.253438,19:22,Truck,Main Road,Fatal,0,1,0,21,1
Aundh Road,2023-01-15 09:03:43.253438,22:10,Bus,Residential,Major,1,0,0,39,1
Sinhagad Road,2024-03-14 09:03:43.253438,01:21,Auto-rickshaw,Highway,Major,0,0,1,29,0
Aundh Road,2022-09-30 09:03:43.253438,01:54,Bicycle,Main Road,Major,1,0,0,29,0
Kothrud Road,2023-12-22 09:03:43.253438,14:53,Bike,Residential,Minor,0,0,0,43,1
FC Road,2023-11-03 09:03:43.253438,10:53,Car,Highway,Minor,1,0,0,39,1
Satara Road,2022-01-19 09:03:43.253438,14:39,Truck,Rural,Fatal,1,0,1,37,0
Sinhagad Road,2019-10-17 09:03:43.253438,23:28,Car,Residential,Fatal,0,0,0,45,1
FC Road,2019-12-04 09:03:43.253438,03:38,Bicycle,Residential,Fatal,0,1,0,23,0
Kothrud Road,2020-11-15 09:03:43.253438,22:20,Car,Highway,Minor,1,1,1,27,0
Shivaji Road,2024-05-03 09:03:43.253438,10:14,Bike,Residential,Minor,1,1,0,43,1
Sinhagad Road,2024-01-27 09:03:43.253438,15:04,Auto-rickshaw,Rural,Fatal,0,0,1,6,1
FC Road,2023-01-07 09:03:43.253438,03:04,Auto-rickshaw,Residential,Major,1,0,1,48,0
Shivaji Road,2023-05-13 09:03:43.253438,11:27,Bicycle,Rural,Minor,0,0,1,30,1
Shivaji Road,2023-02-12 09:03:43.253438,19:11,Bicycle,Highway,Fatal,1,1,0,23,0
Aundh Road,2023-10-21 09:03:43.253438,05:44,Auto-rickshaw,Residential,Fatal,0,0,0,4,1
Shivaji Road,2020-11-04 09:03:43.253438,10:06,Auto-rickshaw,Highway,Major,1,1,1,29,0
FC Road,2020-09-17 09:03:43.253438,11:49,Bus,Rural,Major,0,1,0,23,0
Aundh Road,2024-04-15 09:03:43.253438,12:07,Car,Highway,Minor,0,0,0,2,1
Kothrud Road,2020-11-03 09:03:43.253438,23:36,Car,Main Road,Minor,0,0,1,40,0
Paud Road,2021-10-01 09:03:43.253438,19:17,Bicycle,Main Road,Minor,0,0,1,48,0
Paud Road,2023-05-21 09:03:43.253438,12:52,Pedestrian,Residential,Major,0,1,1,48,0
Kothrud Road,2023-04-28 09:03:43.253438,05:50,Bicycle,Residential,Fatal,0,0,1,49,0
Satara Road,2021-08-07 09:03:43.253438,01:59,Pedestrian,Residential,Minor,0,1,0,9,0
Shivaji Road,2023-03-12 09:03:43.253438,15:16,Bicycle,Highway,Fatal,1,1,1,1,0
Kothrud Road,2022-09-29 09:03:43.253438,10:13,Bus,Rural,Major,0,1,0,12,1
Kothrud Road,2023-06-22 09:03:43.253438,19:01,Pedestrian,Highway,Minor,1,1,0,3,0
MG Road,2024-06-16 09:03:43.253438,00:57,Bike,Main Road,Minor,0,0,0,8,1
Sinhagad Road,2023-02-28 09:03:43.253438,21:14,Truck,Main Road,Major,0,0,1,9,0
MG Road,2024-01-15 09:03:43.253438,18:02,Auto-rickshaw,Residential,Major,0,1,1,10,1
Satara Road,2020-05-28 09:03:43.253438,11:19,Auto-rickshaw,Highway,Major,0,1,0,18,1
Shivaji Road,2022-04-12 09:03:43.253438,06:52,Bus,Rural,Minor,1,0,0,2,1
Paud Road,2019-12-11 09:03:43.253438,16:37,Pedestrian,Highway,Minor,0,0,1,34,1
FC Road,2022-12-08 09:03:43.253438,02:01,Auto-rickshaw,Highway,Minor,0,0,0,19,1
Satara Road,2022-04-11 09:03:43.253438,20:06,Bus,Main Road,Fatal,1,1,1,37,0
Kothrud Road,2022-07-10 09:03:43.253438,07:06,Truck,Rural,Major,1,0,0,33,1
Shivaji Road,2023-07-12 09:03:43.253438,23:06,Pedestrian,Main Road,Major,1,1,1,47,1
Baner Road,2019-09-25 09:03:43.253438,13:37,Car,Highway,Minor,0,1,0,14,0
FC Road,2023-04-30 09:03:43.253438,12:57,Auto-rickshaw,Rural,Fatal,0,1,1,19,1
Kothrud Road,2023-01-10 09:03:43.253438,16:29,Bike,Highway,Fatal,1,1,1,44,1
Shivaji Road,2020-06-15 09:03:43.253438,18:32,Bus,Highway,Minor,0,0,1,25,1
Kothrud Road,2020-10-07 09:03:43.253438,01:29,Pedestrian,Residential,Minor,1,1,0,44,0
Satara Road,2021-08-04 09:03:43.253438,21:18,Bicycle,Rural,Minor,0,0,1,9,0
Sinhagad Road,2023-12-30 09:03:43.253438,08:53,Truck,Highway,Fatal,1,0,0,42,0
